departamento,municipio,codigo_dane,sustancia,fecha,dosis_g
NARIÑO,Pasto (CT),52001000,BASUCO,05/01/2010,5.0
NARIÑO,Pasto (CT),52001000,COCAINA,05/01/2010,6.0
SANTANDER,Bucaramanga (CT),68001000,BASUCO,05/01/2010,147.0
SANTANDER,Bucaramanga (CT),68001000,BASUCO,05/01/2010,175.0
NORTE DE SANTANDER,Villa del Rosario,54874000,MARIHUANA,05/01/2010,15.0
SANTANDER,Piedecuesta,68547000,MARIHUANA,05/01/2010,13.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,05/01/2010,16.1
VALLE,Cali (CT),76001000,MARIHUANA,05/01/2010,130.0
VALLE,Cali (CT),76001000,BASUCO,05/01/2010,50.0
VALLE,Cali (CT),76001000,MARIHUANA,05/01/2010,32.0
VALLE,Candelaria,76130000,MARIHUANA,05/01/2010,9.0
VALLE,Candelaria,76130000,BASUCO,05/01/2010,6.0
VALLE,Candelaria,76130000,MARIHUANA,05/01/2010,11.0
VALLE,Cali (CT),76001000,BASUCO,05/01/2010,3.0
VALLE,Cali (CT),76001000,MARIHUANA,05/01/2010,6.0
META,Villavicencio (CT),50001000,MARIHUANA,05/01/2010,6.0
META,Villavicencio (CT),50001000,MARIHUANA,05/01/2010,6.0
META,Villavicencio (CT),50001000,BASUCO,05/01/2010,3.0
RISARALDA,Santa Rosa de Cabal,66682000,MARIHUANA,05/01/2010,23.0
ANTIOQUIA,Rionegro,05615000,HEROINA,05/01/2010,2000.0
RISARALDA,Pereira (CT),66001000,MARIHUANA,05/01/2010,1.0
CUNDINAMARCA,Soacha,25754000,MARIHUANA,05/01/2010,129.5
CUNDINAMARCA,Soacha,25754000,BASUCO,05/01/2010,47.5
QUINDÍO,Montenegro,63470000,BASUCO,05/01/2010,2.0
CALDAS,Manizales (CT),17001000,BASUCO,05/01/2010,2.0
TOLIMA,Ibagué (CT),73001000,BASUCO,05/01/2010,45.0
RISARALDA,Pereira (CT),66001000,MARIHUANA,05/01/2010,28.0
