departamento,municipio,codigo_dane,sustancia,fecha,dosis_g
BOLÍVAR,Cartagena (CT),13001000,MARIHUANA,01/01/2010,28.0
RISARALDA,La Virginia,66400000,BASUCO,01/01/2010,2.0
ATLÁNTICO,Barranquilla (CT),08001000,BASE DE COCA,01/01/2010,32.5
CUNDINAMARCA,Girardot,25307000,MARIHUANA,01/01/2010,7.0
GUAINÍA,Inírida (CT),94001000,MARIHUANA,01/01/2010,3.0
MAGDALENA,Santa Marta (CT),47001000,MARIHUANA,01/01/2010,14.0
NARIÑO,Nariño,52480000,MARIHUANA,01/01/2010,20.0
NARIÑO,Tangua,52788000,BASUCO,01/01/2010,5.0
CAUCA,Popayán (CT),19001000,MARIHUANA,01/01/2010,200.0
CAUCA,Popayán (CT),19001000,MARIHUANA,01/01/2010,475.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,COCAINA,01/01/2010,613.2
CUNDINAMARCA,Bogotá D.C. (CT),11001000,BASE DE COCA,01/01/2010,5.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,01/01/2010,80.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,01/01/2010,20.0
BOLÍVAR,Cartagena (CT),13001000,BASUCO,01/01/2010,40.0
NARIÑO,El Peñol,52254000,BASE DE COCA,01/01/2010,10.0
CUNDINAMARCA,Girardot,25307000,BASUCO,01/01/2010,6.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,BASUCO,01/01/2010,20.0
CAQUETÁ,Puerto Rico,18592000,MARIHUANA,01/01/2010,114.0
SANTANDER,Barrancabermeja,68081000,MARIHUANA,01/01/2010,10.0
BOLÍVAR,Cartagena (CT),13001000,BASUCO,01/01/2010,16.5
RISARALDA,Dosquebradas,66170000,COCAINA,01/01/2010,2.0
ANTIOQUIA,Medellín (CT),05001000,BASUCO,01/01/2010,70.0
CESAR,Valledupar (CT),20001000,BASUCO,01/01/2010,7.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,01/01/2010,500.0
HUILA,Neiva (CT),41001000,MARIHUANA,01/01/2010,500.0
ANTIOQUIA,Ciudad Bolívar,05101005,MARIHUANA,01/01/2010,6.0
ANTIOQUIA,Concordia,05209000,BASUCO,01/01/2010,0.6
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,20.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,16.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,19.0
AMAZONAS,Leticia (CT),91001001,COCAINA,01/01/2010,8825.0
ATLÁNTICO,Barranquilla (CT),08001000,COCAINA,01/01/2010,13.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,105.0
VALLE,Yumbo,76892000,MARIHUANA,01/01/2010,70.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,7.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,8.0
CUNDINAMARCA,Soacha,25754000,BASUCO,01/01/2010,33.4
NARIÑO,Taminango,52786000,MARIHUANA,01/01/2010,20.0
VALLE,Calima,76126000,MARIHUANA,01/01/2010,15.0
NARIÑO,Policarpa,52540000,MARIHUANA,01/01/2010,30.0
BOYACÁ,Tunja (CT),15001000,BASUCO,01/01/2010,1.3
CAUCA,Popayán (CT),19001000,MARIHUANA,01/01/2010,200.0
META,Villavicencio (CT),50001000,MARIHUANA,01/01/2010,7.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,30.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,5.0
RISARALDA,Dosquebradas,66170000,COCAINA,01/01/2010,2.0
ANTIOQUIA,La Unión,05400000,MARIHUANA,01/01/2010,35.0
RISARALDA,La Virginia,66400000,BASUCO,01/01/2010,2.0
ANTIOQUIA,Medellín (CT),05001000,BASUCO,01/01/2010,30.0
NARIÑO,Pasto (CT),52001000,BASUCO,01/01/2010,2.0
VALLE,Calima,76126000,BASUCO,01/01/2010,4.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,01/01/2010,250.0
CUNDINAMARCA,Soacha,25754000,BASUCO,01/01/2010,15.6
ATLÁNTICO,Barranquilla (CT),08001000,MARIHUANA,01/01/2010,45.0
NARIÑO,Sandoná,52683000,MARIHUANA,01/01/2010,50.0
NARIÑO,La Florida,52381000,MARIHUANA,01/01/2010,40.0
BOLÍVAR,Cartagena (CT),13001000,BASE DE COCA,01/01/2010,35.0
SANTANDER,Bucaramanga (CT),68001000,BASUCO,01/01/2010,8.0
NARIÑO,Policarpa,52540000,MARIHUANA,01/01/2010,13.0
ANTIOQUIA,Tarazá,05790004,BASE DE COCA,01/01/2010,1850.0
ANTIOQUIA,Cáceres,05120000,MARIHUANA,01/01/2010,67.0
ANTIOQUIA,Cáceres,05120000,COCAINA,01/01/2010,2.0
ANTIOQUIA,Zaragoza,05895000,MARIHUANA,01/01/2010,10.0
ANTIOQUIA,Tarazá,05790000,COCAINA,01/01/2010,42.0
RISARALDA,Dosquebradas,66170000,MARIHUANA,01/01/2010,23.0
ANTIOQUIA,Cisneros,05190000,MARIHUANA,01/01/2010,2.0
ANTIOQUIA,Angelópolis,05036000,MARIHUANA,01/01/2010,80.0
ANTIOQUIA,Venecia,05861002,BASUCO,01/01/2010,1.0
ANTIOQUIA,Jericó,05368000,MARIHUANA,01/01/2010,0.8
ANTIOQUIA,Betania,05091000,MARIHUANA,01/01/2010,60.0
ANTIOQUIA,Betania,05091000,COCAINA,01/01/2010,4.0
ANTIOQUIA,Salgar,05642000,MARIHUANA,01/01/2010,8.0
ANTIOQUIA,Amalfi,05031000,MARIHUANA,01/01/2010,16.0
META,Villavicencio (CT),50001000,COCAINA,01/01/2010,300000.0
ANTIOQUIA,Andes,05034007,MARIHUANA,01/01/2010,10.0
ANTIOQUIA,Concordia,05209000,MARIHUANA,01/01/2010,9.0
QUINDÍO,Armenia (CT),63001000,HEROINA,01/01/2010,1.0
RISARALDA,Pereira (CT),66001000,BASE DE COCA,01/01/2010,1.0
SANTANDER,Girón,68307000,COCAINA,01/01/2010,9.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,BASUCO,01/01/2010,10.0
CUNDINAMARCA,Fusagasugá,25290000,MARIHUANA,01/01/2010,6.0
GUAINÍA,Inírida (CT),94001002,BASE DE COCA,01/01/2010,8051.5
CUNDINAMARCA,Soacha,25754000,MARIHUANA,01/01/2010,57.2
CUNDINAMARCA,Puerto Salgar,25572000,MARIHUANA,01/01/2010,20.0
ANTIOQUIA,Bello,05088000,MARIHUANA,01/01/2010,10.0
SANTANDER,Bucaramanga (CT),68001000,BASUCO,01/01/2010,20.0
QUINDÍO,Armenia (CT),63001000,COCAINA,01/01/2010,2.0
SANTANDER,Floridablanca,68276000,MARIHUANA,01/01/2010,5.0
SANTANDER,Piedecuesta,68547000,MARIHUANA,01/01/2010,6.0
NARIÑO,La Cruz,52378000,MARIHUANA,01/01/2010,40.0
META,Villavicencio (CT),50001000,BASUCO,01/01/2010,2.0
META,Villavicencio (CT),50001000,MARIHUANA,01/01/2010,4.0
META,Villavicencio (CT),50001000,BASUCO,01/01/2010,3.0
META,Acacías,50006000,MARIHUANA,01/01/2010,5.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,40.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,20.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,40.0
VALLE,Yumbo,76892000,BASUCO,01/01/2010,10.0
VALLE,Yumbo,76892000,BASE DE COCA,01/01/2010,2.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,29.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,10.0
VALLE,Cali (CT),76001000,BASUCO,01/01/2010,8.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,2.0
VALLE,Cali (CT),76001000,MARIHUANA,01/01/2010,25.0
QUINDÍO,Armenia (CT),63001000,COCAINA,01/01/2010,4.0
CAUCA,Popayán (CT),19001000,COCAINA,01/01/2010,38.8
ANTIOQUIA,San Roque,05670000,COCAINA,01/01/2010,25.0
BOYACÁ,Santa Rosa de Viterbo,15693000,MARIHUANA,01/01/2010,54.0
BOYACÁ,Santa Rosa de Viterbo,15693000,BASUCO,01/01/2010,66.0
BOYACÁ,Ráquira,15600000,MARIHUANA,01/01/2010,15.0
GUAINÍA,Inírida (CT),94001000,BASUCO,01/01/2010,1.0
BOYACÁ,Tunja (CT),15001000,MARIHUANA,01/01/2010,23.0
BOYACÁ,Sogamoso,15759000,BASUCO,01/01/2010,17.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,COCAINA,01/01/2010,2.0
ANTIOQUIA,Arboletes,05051000,MARIHUANA,01/01/2010,500.0
ANTIOQUIA,San José de La Montaña,05658000,MARIHUANA,01/01/2010,5.0
CUNDINAMARCA,Soacha,25754000,MARIHUANA,01/01/2010,28.0
CUNDINAMARCA,Soacha,25754000,MARIHUANA,01/01/2010,63.1
ANTIOQUIA,Uramita,05842000,MARIHUANA,02/01/2010,8.0
NARIÑO,Pasto (CT),52001000,MARIHUANA,02/01/2010,10.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,21.0
VALLE,Candelaria,76130000,MARIHUANA,02/01/2010,12.0
BOYACÁ,Tunja (CT),15001000,MARIHUANA,02/01/2010,22.0
CUNDINAMARCA,Facatativá,25269000,BASUCO,02/01/2010,1.0
ANTIOQUIA,Itagui,05360000,MARIHUANA,02/01/2010,50.0
NARIÑO,Consaca,52207000,MARIHUANA,02/01/2010,20.0
ANTIOQUIA,Ebéjico,05240000,MARIHUANA,02/01/2010,7.3
CESAR,Valledupar (CT),20001000,MARIHUANA,02/01/2010,20.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,12.0
ANTIOQUIA,Montebello,05467000,MARIHUANA,02/01/2010,20.0
MAGDALENA,Santa Marta (CT),47001000,MARIHUANA,02/01/2010,16.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,10.0
CESAR,Valledupar (CT),20001000,MARIHUANA,02/01/2010,250.0
NARIÑO,Chachagüí,52240000,BASUCO,02/01/2010,19.8
CALDAS,Manizales (CT),17001000,MARIHUANA,02/01/2010,10.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,BASUCO,02/01/2010,20.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,BASUCO,02/01/2010,72.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,40.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,50.0
NARIÑO,Pasto (CT),52001000,MARIHUANA,02/01/2010,8.0
NARIÑO,Pasto (CT),52001000,BASE DE COCA,02/01/2010,10.0
NARIÑO,Pasto (CT),52001000,MARIHUANA,02/01/2010,7.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,20.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,28.0
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,18.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,28.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,350.0
VALLE,Yumbo,76892000,MARIHUANA,02/01/2010,70.0
VALLE,Yumbo,76892000,BASUCO,02/01/2010,10.0
VALLE,Candelaria,76130000,BASUCO,02/01/2010,4.0
VALLE,Jamundí,76364000,MARIHUANA,02/01/2010,80.0
VALLE,Jamundí,76364000,BASUCO,02/01/2010,10.0
VALLE,Jamundí,76364000,BASE DE COCA,02/01/2010,10.0
BOYACÁ,El Espino,15248000,MARIHUANA,02/01/2010,14.0
BOYACÁ,Tunja (CT),15001000,BASUCO,02/01/2010,2.4
RISARALDA,Santa Rosa de Cabal,66682000,BASE DE COCA,02/01/2010,1.0
RISARALDA,Santa Rosa de Cabal,66682000,BASUCO,02/01/2010,1.0
RISARALDA,Santa Rosa de Cabal,66682000,BASE DE COCA,02/01/2010,1.0
META,Villavicencio (CT),50001000,MARIHUANA,02/01/2010,6.0
META,Villavicencio (CT),50001000,MARIHUANA,02/01/2010,5.0
META,Villavicencio (CT),50001000,BASUCO,02/01/2010,4.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,24.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,COCAINA,02/01/2010,40.0
CAQUETÁ,Florencia (CT),18001000,MARIHUANA,02/01/2010,500.0
ANTIOQUIA,Guadalupe,05315000,MARIHUANA,02/01/2010,5.0
ANTIOQUIA,Amalfi,05031000,MARIHUANA,02/01/2010,12.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,10.0
VALLE,Tuluá,76834000,BASUCO,02/01/2010,8.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,33.0
CUNDINAMARCA,Girardot,25307000,MARIHUANA,02/01/2010,12.0
CUNDINAMARCA,Girardot,25307000,BASUCO,02/01/2010,5.0
CÓRDOBA,Cereté,23162000,BASUCO,02/01/2010,30.0
ANTIOQUIA,Medellín (CT),05001000,COCAINA,02/01/2010,42.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,02/01/2010,40.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,02/01/2010,80.0
ANTIOQUIA,Medellín (CT),05001000,COCAINA,02/01/2010,8.0
QUINDÍO,Armenia (CT),63001000,MARIHUANA,02/01/2010,654.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,25.0
NORTE DE SANTANDER,El Zulia,54261000,MARIHUANA,02/01/2010,28.0
CALDAS,Chinchiná,17174000,BASUCO,02/01/2010,4.0
CALDAS,Manizales (CT),17001000,MARIHUANA,02/01/2010,15.0
ANTIOQUIA,Belmira,05086000,MARIHUANA,02/01/2010,2.0
ANTIOQUIA,San Pedro,05664000,MARIHUANA,02/01/2010,8.5
ANTIOQUIA,Maceo,05425000,MARIHUANA,02/01/2010,15.0
ANTIOQUIA,Concepción,05206000,MARIHUANA,02/01/2010,10.0
ANTIOQUIA,Guatapé,05321000,MARIHUANA,02/01/2010,12.0
ANTIOQUIA,Alejandría,05021000,MARIHUANA,02/01/2010,6.0
ANTIOQUIA,El Carmen de Viboral,05148000,MARIHUANA,02/01/2010,15.0
ANTIOQUIA,La Ceja,05376000,MARIHUANA,02/01/2010,13.0
ANTIOQUIA,Amagá,05030000,BASUCO,02/01/2010,0.8
ANTIOQUIA,Santa Bárbara,05679000,MARIHUANA,02/01/2010,25.0
ANTIOQUIA,La Pintada,05390000,MARIHUANA,02/01/2010,6.0
ANTIOQUIA,Andes,05034000,MARIHUANA,02/01/2010,30.0
ANTIOQUIA,Betania,05091000,COCAINA,02/01/2010,4.0
ANTIOQUIA,Concordia,05209000,MARIHUANA,02/01/2010,25.0
ANTIOQUIA,Caicedo,05125000,MARIHUANA,02/01/2010,5.0
BOLÍVAR,Cartagena (CT),13001000,BASUCO,02/01/2010,28.0
META,Villavicencio (CT),50001000,BASUCO,02/01/2010,23.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,45.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,25.0
RISARALDA,La Virginia,66400000,BASE DE COCA,02/01/2010,2.0
ANTIOQUIA,Bello,05088000,MARIHUANA,02/01/2010,5.0
NARIÑO,San Bernardo,52685000,MARIHUANA,02/01/2010,10.0
NARIÑO,Tangua,52788000,BASUCO,02/01/2010,10.0
ATLÁNTICO,Barranquilla (CT),08001000,MARIHUANA,02/01/2010,1098.0
NORTE DE SANTANDER,Los Patios,54405000,MARIHUANA,02/01/2010,20.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,13.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,20.0
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,7.0
BOLÍVAR,Magangué,13430000,COCAINA,02/01/2010,60.0
NORTE DE SANTANDER,El Zulia,54261000,MARIHUANA,02/01/2010,29.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,35.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,COCAINA,02/01/2010,3.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,15.0
ANTIOQUIA,Medellín (CT),05001000,BASUCO,02/01/2010,27.0
ANTIOQUIA,Medellín (CT),05001000,BASUCO,02/01/2010,25.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,02/01/2010,60.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,02/01/2010,250.0
ANTIOQUIA,San Carlos,05649000,MARIHUANA,02/01/2010,6.0
ANTIOQUIA,Retiro,05607000,MARIHUANA,02/01/2010,12.0
NARIÑO,La Cruz,52378000,MARIHUANA,02/01/2010,50.0
ANTIOQUIA,Guarne,05318000,MARIHUANA,02/01/2010,10.0
ANTIOQUIA,Montebello,05467000,BASUCO,02/01/2010,10.0
ANTIOQUIA,Salgar,05642000,MARIHUANA,02/01/2010,14.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,BASUCO,02/01/2010,40.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,90.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,137.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,80.0
ANTIOQUIA,Buriticá,05113000,MARIHUANA,02/01/2010,13.0
SANTANDER,Floridablanca,68276000,MARIHUANA,02/01/2010,110.0
RISARALDA,Pereira (CT),66001000,MARIHUANA,02/01/2010,29.0
RISARALDA,Pereira (CT),66001000,COCAINA,02/01/2010,43.0
RISARALDA,Pereira (CT),66001000,MARIHUANA,02/01/2010,30.0
MAGDALENA,Santa Marta (CT),47001000,MARIHUANA,02/01/2010,62.0
MAGDALENA,Santa Marta (CT),47001000,MARIHUANA,02/01/2010,14.0
RISARALDA,Dosquebradas,66170000,MARIHUANA,02/01/2010,100.0
RISARALDA,Dosquebradas,66170000,MARIHUANA,02/01/2010,40.0
RISARALDA,Santa Rosa de Cabal,66682000,BASE DE COCA,02/01/2010,1.0
NORTE DE SANTANDER,El Zulia,54261000,COCAINA,02/01/2010,4190.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,25.0
ANTIOQUIA,Bello,05088000,MARIHUANA,02/01/2010,29.0
CALDAS,Aguadas,17013000,BASUCO,02/01/2010,20.0
VALLE,Guadalajara de Buga,76111000,MARIHUANA,02/01/2010,10.0
VALLE,Guadalajara de Buga,76111000,BASUCO,02/01/2010,3.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,28.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,25.0
SANTANDER,Bucaramanga (CT),68001000,BASUCO,02/01/2010,260.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,8.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,80.0
CAUCA,Miranda,19455000,MARIHUANA,02/01/2010,500.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,300.0
CUNDINAMARCA,Fusagasugá,25290000,MARIHUANA,02/01/2010,14.5
CUNDINAMARCA,Bogotá D.C. (CT),11001000,BASUCO,02/01/2010,247.0
NARIÑO,Pasto (CT),52001003,BASUCO,02/01/2010,19.0
CUNDINAMARCA,Soacha,25754000,BASUCO,02/01/2010,13.2
CUNDINAMARCA,Chía,25175000,BASUCO,02/01/2010,5.0
ANTIOQUIA,Itagui,05360000,BASUCO,02/01/2010,8.0
ANTIOQUIA,Turbo,05837001,BASUCO,02/01/2010,3.5
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,120.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,150.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,COCAINA,02/01/2010,67.3
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,20.0
NARIÑO,La Florida,52381000,BASUCO,02/01/2010,25.0
ATLÁNTICO,Soledad,08758000,BASE DE COCA,02/01/2010,40.0
ANTIOQUIA,Santa Bárbara,05679004,MARIHUANA,02/01/2010,30.0
CUNDINAMARCA,Girardot,25307000,BASUCO,02/01/2010,247.0
CÓRDOBA,Montería (CT),23001000,BASE DE COCA,02/01/2010,10.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,20.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,BASUCO,02/01/2010,3.5
ANTIOQUIA,Támesis,05789000,COCAINA,02/01/2010,8.0
ANTIOQUIA,Betania,05091000,MARIHUANA,02/01/2010,35.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,200.0
ANTIOQUIA,Amalfi,05031000,MARIHUANA,02/01/2010,250.0
ANTIOQUIA,Medellín (CT),05001000,BASUCO,02/01/2010,20.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,20.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,10.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,20.0
RISARALDA,Guática,66318000,MARIHUANA,02/01/2010,40.0
RISARALDA,Pereira (CT),66001000,MARIHUANA,02/01/2010,50.0
ANTIOQUIA,Bello,05088000,MARIHUANA,02/01/2010,48.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,02/01/2010,46.0
QUINDÍO,Armenia (CT),63001000,COCAINA,02/01/2010,14.0
NARIÑO,Pasto (CT),52001000,BASUCO,02/01/2010,12.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,02/01/2010,10.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,50.0
NARIÑO,Pasto (CT),52001000,MARIHUANA,02/01/2010,20.0
SANTANDER,Piedecuesta,68547000,MARIHUANA,02/01/2010,19.0
NARIÑO,Pasto (CT),52001000,BASUCO,02/01/2010,5.0
ANTIOQUIA,Turbo,05837002,MARIHUANA,02/01/2010,24.5
AMAZONAS,Leticia (CT),91001000,COCAINA,02/01/2010,5.5
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,3.0
BOLÍVAR,Magangué,13430000,COCAINA,02/01/2010,42.0
CÓRDOBA,Montería (CT),23001000,BASE DE COCA,02/01/2010,5.0
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,10.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,02/01/2010,15.0
CUNDINAMARCA,Zipaquirá,25899000,BASUCO,02/01/2010,4.0
VALLE,Cali (CT),76001000,MARIHUANA,02/01/2010,5.0
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,7.0
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,18.0
VALLE,Cali (CT),76001000,BASUCO,02/01/2010,60.0
VALLE,Yumbo,76892000,BASE DE COCA,02/01/2010,2.0
BOYACÁ,Chiquinquirá,15176000,MARIHUANA,02/01/2010,15.0
RISARALDA,Santa Rosa de Cabal,66682000,BASUCO,02/01/2010,1.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,25.0
CUNDINAMARCA,Facatativá,25269000,MARIHUANA,02/01/2010,4.0
ATLÁNTICO,Puerto Colombia,08573000,BASE DE COCA,02/01/2010,32.0
META,Villavicencio (CT),50001000,BASUCO,02/01/2010,4.0
NORTE DE SANTANDER,Cúcuta (CT),54001000,MARIHUANA,02/01/2010,25.0
NORTE DE SANTANDER,El Zulia,54261000,MARIHUANA,02/01/2010,29.0
BOLÍVAR,Cartagena (CT),13001000,BASUCO,02/01/2010,20.0
CESAR,Valledupar (CT),20001000,BASUCO,02/01/2010,2.0
RISARALDA,Pereira (CT),66001000,BASUCO,02/01/2010,3.0
MAGDALENA,Santa Marta (CT),47001000,BASUCO,02/01/2010,5.0
RISARALDA,Santuario,66687000,MARIHUANA,02/01/2010,26.0
CHOCÓ,Quibdó (CT),27001000,BASUCO,02/01/2010,15.0
ANTIOQUIA,Gómez Plata,05310003,BASUCO,02/01/2010,6.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,100.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,90.0
CUNDINAMARCA,Fusagasugá,25290000,MARIHUANA,02/01/2010,12.5
CUNDINAMARCA,Soacha,25754000,MARIHUANA,02/01/2010,81.2
QUINDÍO,Buenavista,63111000,MARIHUANA,02/01/2010,115.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,02/01/2010,50.0
SANTANDER,Floridablanca,68276000,MARIHUANA,02/01/2010,80.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,02/01/2010,18000.0
BOYACÁ,Sogamoso,15759000,MARIHUANA,02/01/2010,87.3
NARIÑO,El Tambo,52260000,MARIHUANA,02/01/2010,300.0
ANTIOQUIA,Medellín (CT),05001000,BASUCO,02/01/2010,20.0
RISARALDA,Pereira (CT),66001000,BASUCO,02/01/2010,5.0
CALDAS,Manizales (CT),17001000,MARIHUANA,03/01/2010,3.0
NARIÑO,Sandoná,52683000,MARIHUANA,03/01/2010,70.0
CALDAS,Manizales (CT),17001000,BASUCO,03/01/2010,4.0
SANTANDER,Bucaramanga (CT),68001000,MARIHUANA,03/01/2010,100.0
VALLE,Cali (CT),76001000,MARIHUANA,03/01/2010,29.0
VALLE,Cali (CT),76001000,MARIHUANA,03/01/2010,410.0
VALLE,Cali (CT),76001000,MARIHUANA,03/01/2010,10.0
BOLÍVAR,Cartagena (CT),13001000,MARIHUANA,03/01/2010,28.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,03/01/2010,15.0
ANTIOQUIA,Salgar,05642000,MARIHUANA,03/01/2010,7.0
ANTIOQUIA,Concordia,05209000,MARIHUANA,03/01/2010,15.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,03/01/2010,45.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,03/01/2010,10.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,03/01/2010,30.0
ANTIOQUIA,Bello,05088000,BASUCO,03/01/2010,19.0
ANTIOQUIA,Bello,05088000,MARIHUANA,03/01/2010,35.0
RISARALDA,Pereira (CT),66001000,BASE DE COCA,03/01/2010,2.0
ANTIOQUIA,Medellín (CT),05001000,MARIHUANA,03/01/2010,40.0
ANTIOQUIA,Bello,05088000,BASUCO,03/01/2010,5.0
ANTIOQUIA,Bello,05088000,BASE DE COCA,03/01/2010,10.0
ANTIOQUIA,Medellín (CT),05001000,COCAINA,03/01/2010,8.0
CUNDINAMARCA,Bogotá D.C. (CT),11001000,MARIHUANA,03/01/2010,450.0
QUINDÍO,Montenegro,63470000,MARIHUANA,03/01/2010,2087.0
QUINDÍO,Armenia (CT),63001000,MARIHUANA,03/01/2010,75.0
QUINDÍO,Calarca,63130000,BASUCO,03/01/2010,2.0
CALDAS,Manizales (CT),17001000,MARIHUANA,03/01/2010,30.0
CALDAS,Manizales (CT),17001000,MARIHUANA,03/01/2010,15.0
CAUCA,Totoró,19824000,BASUCO,03/01/2010,5.0
VALLE,Cali (CT),76001000,MARIHUANA,03/01/2010,40.0
VALLE,Cali (CT),76001000,MARIHUANA,03/01/2010,35.0
ANTIOQUIA,Medellín (CT),05001000,BASE DE COCA,03/01/2010,8.0
SANTANDER,Floridablanca,68276000,BASUCO,03/01/2010,11.0
HUILA,Neiva (CT),41001000,MARIHUANA,03/01/2010,180.0
CHOCÓ,Acandí,27006003,MARIHUANA,03/01/2010,102.0
